,Country,Country Code,Number of athletes,Gold medals,Silver medals,Bronze medals,Total medals,GDP,GDP per capita,Population,Life expectancy,Democracy,Gender equality,Continent,Female athletes %,log_GDP,log_GDPpc,log_Population
177,Sweden,SWE,118,4,4,3,11,590409594949.102,56299.5057328064,10486941.0,83.109756097561,9.39,0.023,Europe,0.5169491525,27.104082361708176,10.93844103492062,16.165641326787558
178,Switzerland,CHE,127,1,2,5,8,818426550206.45,93259.9057183024,8775760.0,83.4536585365854,9.14,0.018,Europe,0.4881889764,27.430649492658844,11.443145559406434,15.98750393325241
179,Syria,SYR,6,0,0,0,0,,,22125249.0,72.3,1.43,0.487,Asia,0.1666666667,,,16.912230003032228
180,Chinese Taipei,TWN,60,2,0,5,7,,,,,8.92,,Asia,0.5666666667,,,
181,Tajikistan,TJK,14,0,0,3,3,10713525200.3998,1076.43469114729,9952787.0,71.288,1.94,0.269,Asia,0.2142857143,23.0947728176121,6.981409647195629,16.113363170416466
182,Tanzania,TZA,7,0,0,0,0,75769974505.0106,1193.35961914063,65497748.0,66.782,5.35,0.513,Africa,0.4285714286,25.05096793641096,7.084527817696859,17.997526318335026
183,Thailand,THA,51,1,3,2,6,495645210972.751,6913.05080521119,71697030.0,79.68,6.35,0.31,Asia,0.5294117647,26.929126207263742,8.841166325145974,18.08795988211777
184,Togo,TGO,5,0,0,0,0,8169476148.95692,923.240371150258,8848699.0,61.588,2.99,0.578,Africa,0.6,22.823670624907898,6.827889624379893,15.995781000528005
185,Tonga,TON,4,0,0,0,0,500274898.085221,4681.67940711244,106858.0,71.27,,0.462,Oceania,0.5,20.030668301474368,8.451412172214864,11.579256129259504
186,Trinidad and Tobago,TTO,18,0,0,0,0,30053575132.142,19629.4653400829,1531044.0,74.708,7.16,0.264,North America,0.4444444444,24.126247463634353,9.884787050021476,14.241460413612876
187,Tunisia,TUN,27,1,1,1,3,44579761022.8993,3607.91023773078,12356117.0,74.263,5.51,0.237,Africa,0.5185185185,24.520545804254937,8.190884002195313,16.329661802059622
188,Turkey,TUR,101,0,3,5,8,907118435952.688,10674.5041731531,84979913.0,78.475,4.33,0.259,Asia,0.5346534653,27.53353885841842,9.275613389538304,18.257925468880117
189,Turkmenistan,TKM,6,0,0,0,0,56542857142.8571,8792.5485039672,6430770.0,69.41,1.66,,Asia,0.5,24.75826472105956,9.081659880848953,15.676604840210612
190,Tuvalu,TUV,2,0,0,0,0,59065982.0873657,5221.53306995807,11312.0,64.854,,,Oceania,0.5,17.894165717456964,8.560546329320609,9.333619388136354
191,Uganda,UGA,24,1,1,0,2,45565333216.4142,964.354146526666,47249585.0,63.638,4.49,0.527,Africa,0.5416666667,24.542413027858306,6.871458599061635,17.670954428796673
192,Ukraine,UKR,140,3,5,4,12,161989520721.19,4575.97509765625,38000000.0,68.5879268292683,5.06,0.188,Europe,0.4857142857,25.810797483180274,8.428575091099077,17.45309671769066
193,United Arab Emirates,ARE,13,0,0,0,0,507063968277.74,53707.9800813801,9441129.0,79.196,3.01,0.035,Asia,0.3076923077,26.951903002751866,10.89131687432376,16.060586128428106
194,United States,USA,592,40,44,42,126,25744108000000.0,77246.6738828672,333271411.0,77.4341463414634,7.85,0.18,North America,0.5304054054,30.879226901322046,11.254759137300569,19.624467764021475
195,Uruguay,URY,25,0,0,0,0,70164683290.3776,20499.2422244452,3422794.0,78.0,8.66,0.24,South America,0.16,24.974110934355778,9.92814319978208,15.0459677345737
196,Uzbekistan,UZB,86,8,2,3,13,81140823252.4164,2276.16123306477,35648100.0,71.674,2.12,0.242,Asia,0.3720930233,25.119452040746896,7.730245633275273,17.389206407471622
197,Vanuatu,VUT,6,0,0,0,0,1022219297.50335,3128.54042205837,326740.0,70.492,,,Oceania,0.6666666667,20.745241882523064,8.048321855942568,12.6969200265805
198,Venezuela,VEN,33,0,0,0,0,,,28301696.0,71.105,2.31,0.521,South America,0.4545454545,,,17.158432290146397
199,Vietnam,VNM,16,0,0,0,0,410324028883.325,4179.01179036963,98186856.0,74.58,2.62,0.378,Asia,0.75,26.740212998860397,8.337830083781487,18.40238291507891
200,Virgin Islands,VIR,5,0,0,0,0,,,105413.0,80.319512195122,,,North America,0.2,,,11.565641247142132
201,Yemen,YEM,4,0,0,0,0,,698.850349965249,33696614.0,63.72,1.95,0.82,Asia,0.25,,6.5494366277038445,17.332907915497213
202,Zambia,ZMB,27,0,0,1,1,29163782140.4858,1456.90157026157,20017675.0,61.803,5.8,0.526,Africa,0.7407407407,24.09619343871065,7.284067247469493,16.812126191241155
203,Zimbabwe,ZWE,7,0,0,0,0,27366627153.0954,1676.82148896788,16320537.0,59.391,3.04,0.519,Africa,0.2857142857,24.032590120877984,7.424655309507321,16.60793481137066
